AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P
30.0,1.0,23.0,5.0,"Management, Business, Science, and Arts",215.0,0.0,60.0,2.0,9.0
36.0,1.0,21.0,1.0,Transportation and Material Moving,6.0,1.0,30.0,1.0,1.0
23.0,1.0,16.0,5.0,Office and Administrative Support,4.0,5.0,20.0,1.0,1.0
33.0,1.0,21.0,5.0,Healthcare Support,233.0,17.0,20.0,2.0,6.0
50.0,1.0,16.0,1.0,Construction and Extraction,6.0,0.0,40.0,1.0,1.0
23.0,1.0,16.0,5.0,Production,6.0,2.0,40.0,1.0,1.0
36.0,1.0,21.0,1.0,"Management, Business, Science, and Arts",210.0,0.0,40.0,1.0,6.0
21.0,1.0,19.0,5.0,Office and Administrative Support,6.0,12.0,20.0,1.0,1.0
66.0,1.0,20.0,3.0,Sales and Related,19.0,0.0,12.0,2.0,1.0
37.0,1.0,21.0,5.0,Architecture and Engineering,6.0,2.0,40.0,1.0,6.0
39.0,1.0,19.0,5.0,"Management, Business, Science, and Arts",6.0,2.0,50.0,2.0,1.0
53.0,1.0,21.0,1.0,Business Operations Specialists,25.0,0.0,50.0,1.0,1.0
61.0,1.0,19.0,5.0,Sales and Related,34.0,0.0,80.0,1.0,1.0
62.0,1.0,21.0,1.0,Sales and Related,215.0,0.0,40.0,1.0,1.0
61.0,4.0,21.0,5.0,"Management, Business, Science, and Arts",20.0,0.0,45.0,2.0,1.0
17.0,3.0,14.0,5.0,Sales and Related,6.0,2.0,5.0,2.0,1.0
53.0,1.0,9.0,1.0,Transportation and Material Moving,303.0,5.0,40.0,2.0,1.0
19.0,1.0,19.0,5.0,Food Preparation and Serving,6.0,7.0,10.0,1.0,1.0
23.0,1.0,20.0,5.0,Office and Administrative Support,303.0,12.0,25.0,1.0,1.0
22.0,1.0,21.0,5.0,Architecture and Engineering,370.0,2.0,15.0,2.0,1.0
48.0,1.0,22.0,4.0,Business Operations Specialists,51.0,0.0,45.0,1.0,1.0
50.0,6.0,20.0,5.0,Architecture and Engineering,6.0,0.0,40.0,2.0,1.0
42.0,6.0,19.0,5.0,Healthcare Support,39.0,12.0,25.0,1.0,1.0
53.0,1.0,19.0,1.0,"Management, Business, Science, and Arts",6.0,0.0,60.0,1.0,1.0
60.0,7.0,21.0,1.0,Healthcare Practitioners and Technical,6.0,0.0,40.0,1.0,1.0
28.0,3.0,16.0,5.0,Healthcare Practitioners and Technical,6.0,4.0,37.0,2.0,2.0
41.0,1.0,21.0,1.0,"Management, Business, Science, and Arts",51.0,1.0,50.0,2.0,1.0
26.0,2.0,22.0,5.0,Healthcare Practitioners and Technical,6.0,2.0,30.0,2.0,9.0
47.0,1.0,21.0,5.0,Business Operations Specialists,210.0,0.0,45.0,1.0,6.0
56.0,7.0,21.0,5.0,"Management, Business, Science, and Arts",128.0,0.0,72.0,1.0,1.0
68.0,1.0,12.0,1.0,Protective Service,207.0,0.0,40.0,1.0,6.0
41.0,1.0,19.0,1.0,Construction and Extraction,48.0,0.0,40.0,1.0,1.0
26.0,1.0,16.0,5.0,Sales and Related,6.0,2.0,45.0,1.0,1.0
78.0,7.0,19.0,2.0,Architecture and Engineering,36.0,0.0,30.0,1.0,1.0
62.0,3.0,4.0,1.0,Construction and Extraction,303.0,0.0,40.0,1.0,1.0
50.0,5.0,17.0,4.0,Office and Administrative Support,303.0,0.0,45.0,2.0,8.0
38.0,1.0,21.0,1.0,Office and Administrative Support,233.0,1.0,40.0,2.0,6.0
56.0,1.0,24.0,1.0,Computer and Maths,49.0,1.0,60.0,1.0,1.0
24.0,1.0,19.0,1.0,Office and Administrative Support,6.0,0.0,30.0,1.0,1.0
51.0,3.0,19.0,3.0,Healthcare Practitioners and Technical,6.0,0.0,40.0,2.0,9.0
63.0,1.0,22.0,1.0,Sales and Related,9.0,1.0,8.0,2.0,1.0
64.0,6.0,23.0,1.0,Community and Social Services,55.0,0.0,90.0,1.0,1.0
35.0,1.0,20.0,1.0,Office and Administrative Support,6.0,2.0,40.0,2.0,1.0
48.0,1.0,20.0,1.0,Office and Administrative Support,6.0,1.0,50.0,2.0,6.0
59.0,4.0,22.0,5.0,"Education, Training, and Library",17.0,0.0,65.0,1.0,1.0
20.0,1.0,19.0,5.0,Food Preparation and Serving,6.0,17.0,27.0,2.0,1.0
52.0,3.0,21.0,1.0,Protective Service,6.0,0.0,20.0,1.0,1.0
37.0,7.0,21.0,1.0,Personal Care and Service,6.0,1.0,50.0,1.0,9.0
48.0,6.0,16.0,1.0,Sales and Related,6.0,1.0,40.0,1.0,1.0
26.0,1.0,21.0,5.0,"Arts, Design, Entertainment, Sports, and Media",6.0,13.0,40.0,1.0,1.0
32.0,1.0,15.0,1.0,Transportation and Material Moving,6.0,9.0,50.0,1.0,1.0
18.0,1.0,14.0,5.0,Food Preparation and Serving,6.0,2.0,24.0,1.0,8.0
47.0,3.0,20.0,1.0,"Education, Training, and Library",164.0,1.0,33.0,2.0,1.0
58.0,6.0,16.0,1.0,Construction and Extraction,361.0,1.0,5.0,1.0,9.0
23.0,1.0,21.0,5.0,Financial Specialists,6.0,2.0,40.0,2.0,1.0
34.0,6.0,22.0,5.0,Computer and Maths,6.0,0.0,36.0,2.0,6.0
22.0,1.0,16.0,5.0,Food Preparation and Serving,6.0,2.0,39.0,1.0,1.0
74.0,6.0,23.0,3.0,Community and Social Services,36.0,13.0,50.0,1.0,1.0
21.0,1.0,19.0,5.0,Transportation and Material Moving,6.0,2.0,30.0,1.0,8.0
75.0,1.0,18.0,1.0,Transportation and Material Moving,6.0,1.0,20.0,1.0,1.0
33.0,1.0,24.0,1.0,Healthcare Practitioners and Technical,210.0,1.0,40.0,2.0,6.0
55.0,1.0,9.0,5.0,Protective Service,303.0,11.0,40.0,1.0,8.0
64.0,1.0,1.0,1.0,"Farming, Fishing, and Forestry",303.0,0.0,32.0,1.0,8.0
56.0,1.0,19.0,1.0,Office and Administrative Support,217.0,1.0,40.0,1.0,6.0
40.0,6.0,20.0,5.0,"Education, Training, and Library",6.0,0.0,30.0,1.0,1.0
64.0,1.0,16.0,1.0,Transportation and Material Moving,233.0,1.0,40.0,1.0,6.0
59.0,1.0,23.0,1.0,Healthcare Practitioners and Technical,207.0,1.0,40.0,1.0,6.0
65.0,1.0,21.0,1.0,Sales and Related,209.0,1.0,40.0,2.0,6.0
62.0,1.0,1.0,1.0,Building and Grounds Cleaning and Maintenance,303.0,1.0,40.0,2.0,1.0
24.0,3.0,23.0,1.0,"Education, Training, and Library",6.0,0.0,50.0,2.0,1.0
26.0,1.0,21.0,5.0,Office and Administrative Support,6.0,13.0,40.0,2.0,6.0
58.0,1.0,16.0,3.0,Construction and Extraction,6.0,2.0,40.0,1.0,9.0
24.0,1.0,16.0,5.0,Food Preparation and Serving,6.0,12.0,35.0,2.0,1.0
61.0,1.0,21.0,1.0,Healthcare Practitioners and Technical,217.0,1.0,24.0,2.0,6.0
23.0,1.0,16.0,5.0,Personal Care and Service,6.0,2.0,30.0,2.0,1.0
39.0,1.0,23.0,1.0,Community and Social Services,6.0,0.0,45.0,2.0,1.0
21.0,5.0,19.0,5.0,Office and Administrative Support,6.0,12.0,40.0,1.0,1.0
21.0,1.0,17.0,5.0,Building and Grounds Cleaning and Maintenance,6.0,2.0,40.0,1.0,1.0
65.0,1.0,19.0,3.0,Office and Administrative Support,48.0,0.0,36.0,2.0,1.0
43.0,2.0,21.0,5.0,Healthcare Practitioners and Technical,13.0,0.0,40.0,1.0,1.0
46.0,1.0,18.0,1.0,Office and Administrative Support,6.0,1.0,45.0,1.0,1.0
17.0,1.0,14.0,5.0,Transportation and Material Moving,6.0,2.0,15.0,1.0,1.0
70.0,1.0,21.0,1.0,Architecture and Engineering,31.0,0.0,40.0,1.0,1.0
53.0,4.0,18.0,1.0,Computer and Maths,6.0,1.0,40.0,1.0,1.0
38.0,1.0,21.0,1.0,"Life, Physical, and Social Science",15.0,0.0,40.0,2.0,6.0
42.0,1.0,15.0,1.0,Transportation and Material Moving,6.0,1.0,25.0,2.0,1.0
38.0,1.0,22.0,5.0,Business Operations Specialists,6.0,0.0,45.0,1.0,1.0
25.0,1.0,16.0,1.0,Office and Administrative Support,6.0,2.0,40.0,2.0,8.0
54.0,2.0,19.0,1.0,Community and Social Services,303.0,1.0,50.0,1.0,8.0
59.0,1.0,19.0,1.0,Building and Grounds Cleaning and Maintenance,6.0,0.0,40.0,1.0,2.0
32.0,2.0,21.0,5.0,Business Operations Specialists,6.0,12.0,50.0,1.0,1.0
63.0,6.0,16.0,1.0,Building and Grounds Cleaning and Maintenance,39.0,1.0,30.0,1.0,1.0
56.0,7.0,17.0,3.0,Sales and Related,303.0,0.0,40.0,2.0,8.0
23.0,1.0,21.0,5.0,Sales and Related,6.0,2.0,40.0,2.0,1.0
17.0,1.0,14.0,5.0,Food Preparation and Serving,6.0,2.0,10.0,1.0,1.0
36.0,2.0,21.0,1.0,Healthcare Practitioners and Technical,16.0,0.0,40.0,2.0,1.0
45.0,4.0,16.0,1.0,Healthcare Support,303.0,1.0,40.0,2.0,1.0
57.0,7.0,15.0,1.0,"Management, Business, Science, and Arts",303.0,0.0,40.0,1.0,1.0
52.0,1.0,22.0,1.0,"Management, Business, Science, and Arts",42.0,0.0,60.0,2.0,1.0
26.0,5.0,16.0,1.0,Military Specific,42.0,0.0,70.0,1.0,6.0
31.0,1.0,19.0,5.0,Construction and Extraction,6.0,17.0,40.0,1.0,1.0
80.0,6.0,21.0,2.0,Sales and Related,6.0,0.0,35.0,1.0,1.0
52.0,1.0,16.0,1.0,Construction and Extraction,6.0,15.0,10.0,1.0,1.0
48.0,1.0,13.0,1.0,Sales and Related,303.0,1.0,40.0,2.0,1.0
32.0,1.0,21.0,1.0,Business Operations Specialists,303.0,1.0,45.0,2.0,1.0
27.0,1.0,21.0,5.0,Computer and Maths,240.0,13.0,60.0,1.0,6.0
35.0,1.0,13.0,5.0,Building and Grounds Cleaning and Maintenance,6.0,16.0,40.0,1.0,1.0
34.0,1.0,16.0,4.0,Personal Care and Service,6.0,12.0,45.0,1.0,1.0
28.0,1.0,21.0,5.0,Office and Administrative Support,36.0,12.0,40.0,2.0,6.0
67.0,1.0,21.0,3.0,Healthcare Support,6.0,0.0,32.0,2.0,1.0
52.0,1.0,18.0,1.0,Construction and Extraction,303.0,0.0,40.0,1.0,9.0
50.0,4.0,17.0,1.0,Protective Service,12.0,1.0,40.0,1.0,1.0
42.0,1.0,12.0,5.0,Production,303.0,13.0,40.0,1.0,1.0
28.0,1.0,21.0,1.0,Computer and Maths,25.0,1.0,40.0,1.0,1.0
52.0,1.0,22.0,1.0,Computer and Maths,233.0,0.0,60.0,1.0,1.0
45.0,6.0,19.0,5.0,Computer and Maths,9.0,0.0,50.0,1.0,1.0
39.0,1.0,16.0,1.0,Office and Administrative Support,6.0,1.0,20.0,2.0,8.0
39.0,1.0,21.0,1.0,Office and Administrative Support,6.0,1.0,40.0,2.0,8.0
19.0,1.0,16.0,5.0,Transportation and Material Moving,164.0,13.0,30.0,1.0,1.0
26.0,1.0,17.0,5.0,Food Preparation and Serving,6.0,16.0,20.0,1.0,1.0
51.0,3.0,17.0,3.0,Construction and Extraction,6.0,0.0,40.0,1.0,1.0
28.0,5.0,21.0,1.0,Military Specific,66.0,0.0,40.0,1.0,1.0
63.0,1.0,19.0,1.0,Sales and Related,6.0,0.0,45.0,2.0,1.0
28.0,1.0,16.0,5.0,Transportation and Material Moving,217.0,2.0,40.0,1.0,6.0
29.0,1.0,11.0,1.0,Construction and Extraction,303.0,1.0,40.0,1.0,1.0
22.0,1.0,18.0,5.0,Sales and Related,6.0,2.0,25.0,2.0,1.0
53.0,1.0,16.0,3.0,Office and Administrative Support,6.0,0.0,47.0,2.0,1.0
55.0,6.0,19.0,1.0,Office and Administrative Support,6.0,0.0,4.0,2.0,1.0
30.0,1.0,20.0,5.0,"Farming, Fishing, and Forestry",301.0,10.0,16.0,1.0,1.0
53.0,1.0,24.0,1.0,Computer and Maths,210.0,0.0,50.0,1.0,6.0
36.0,4.0,14.0,5.0,"Farming, Fishing, and Forestry",6.0,16.0,35.0,1.0,2.0
33.0,4.0,21.0,5.0,"Education, Training, and Library",6.0,5.0,50.0,2.0,8.0
29.0,1.0,9.0,5.0,"Farming, Fishing, and Forestry",303.0,0.0,40.0,2.0,8.0
30.0,1.0,21.0,5.0,Personal Care and Service,6.0,0.0,40.0,1.0,1.0
60.0,1.0,18.0,3.0,Production,6.0,0.0,42.0,1.0,1.0
24.0,1.0,19.0,1.0,Transportation and Material Moving,6.0,1.0,50.0,1.0,1.0
44.0,2.0,1.0,1.0,Office and Administrative Support,6.0,1.0,40.0,2.0,8.0
30.0,6.0,18.0,1.0,"Arts, Design, Entertainment, Sports, and Media",6.0,1.0,24.0,2.0,1.0
32.0,2.0,20.0,1.0,Office and Administrative Support,6.0,0.0,40.0,2.0,1.0
35.0,1.0,21.0,1.0,"Management, Business, Science, and Arts",6.0,1.0,55.0,2.0,1.0
48.0,6.0,9.0,5.0,Building and Grounds Cleaning and Maintenance,303.0,0.0,40.0,1.0,1.0
30.0,1.0,22.0,1.0,Computer and Maths,210.0,1.0,50.0,2.0,6.0
48.0,1.0,21.0,1.0,"Management, Business, Science, and Arts",210.0,0.0,40.0,1.0,6.0
62.0,3.0,7.0,1.0,Healthcare Support,303.0,1.0,15.0,2.0,8.0
35.0,1.0,9.0,1.0,Building and Grounds Cleaning and Maintenance,303.0,9.0,40.0,1.0,1.0
74.0,7.0,18.0,1.0,Sales and Related,139.0,1.0,40.0,2.0,1.0
22.0,1.0,20.0,5.0,Personal Care and Service,66.0,0.0,19.0,2.0,6.0
39.0,3.0,24.0,1.0,Healthcare Practitioners and Technical,47.0,1.0,50.0,2.0,1.0
55.0,7.0,21.0,1.0,Sales and Related,6.0,0.0,50.0,1.0,1.0
54.0,3.0,21.0,3.0,"Management, Business, Science, and Arts",6.0,0.0,40.0,2.0,1.0
31.0,1.0,18.0,5.0,"Management, Business, Science, and Arts",6.0,2.0,50.0,1.0,1.0
61.0,1.0,16.0,3.0,Sales and Related,39.0,12.0,32.0,1.0,1.0
54.0,1.0,1.0,1.0,Production,303.0,1.0,32.0,1.0,1.0
21.0,1.0,19.0,5.0,Personal Care and Service,6.0,0.0,25.0,2.0,1.0
48.0,5.0,16.0,1.0,"Installation, Maintenance, and Repair Workers",37.0,1.0,40.0,1.0,1.0
21.0,1.0,20.0,5.0,"Education, Training, and Library",15.0,12.0,20.0,2.0,8.0
28.0,1.0,20.0,1.0,"Education, Training, and Library",6.0,1.0,40.0,2.0,1.0
64.0,1.0,21.0,1.0,Business Operations Specialists,55.0,0.0,40.0,1.0,1.0
19.0,1.0,19.0,5.0,Food Preparation and Serving,6.0,17.0,12.0,2.0,1.0
54.0,3.0,20.0,1.0,Office and Administrative Support,6.0,0.0,40.0,2.0,1.0
36.0,1.0,21.0,1.0,Business Operations Specialists,301.0,1.0,29.0,2.0,1.0
17.0,7.0,16.0,5.0,Sales and Related,6.0,2.0,10.0,2.0,6.0
37.0,1.0,22.0,5.0,Office and Administrative Support,6.0,0.0,40.0,2.0,1.0
30.0,4.0,21.0,1.0,Healthcare Practitioners and Technical,6.0,0.0,36.0,2.0,6.0
55.0,4.0,21.0,1.0,"Education, Training, and Library",6.0,1.0,40.0,1.0,1.0
27.0,4.0,20.0,5.0,"Education, Training, and Library",6.0,2.0,40.0,2.0,8.0
44.0,1.0,21.0,5.0,Production,223.0,0.0,40.0,1.0,6.0
39.0,1.0,19.0,1.0,Office and Administrative Support,233.0,9.0,40.0,2.0,6.0
31.0,1.0,16.0,1.0,Transportation and Material Moving,303.0,0.0,40.0,1.0,1.0
38.0,5.0,20.0,5.0,"Management, Business, Science, and Arts",28.0,0.0,55.0,1.0,8.0
62.0,1.0,22.0,1.0,"Management, Business, Science, and Arts",21.0,0.0,40.0,1.0,1.0
62.0,1.0,23.0,1.0,"Management, Business, Science, and Arts",6.0,0.0,5.0,2.0,6.0
42.0,1.0,22.0,1.0,"Management, Business, Science, and Arts",360.0,0.0,60.0,1.0,1.0
24.0,3.0,21.0,5.0,"Education, Training, and Library",6.0,0.0,40.0,1.0,6.0
52.0,1.0,18.0,1.0,Construction and Extraction,6.0,1.0,40.0,1.0,2.0
58.0,1.0,16.0,1.0,Building and Grounds Cleaning and Maintenance,303.0,1.0,40.0,2.0,8.0
32.0,5.0,17.0,1.0,Office and Administrative Support,303.0,1.0,45.0,2.0,1.0
27.0,1.0,19.0,5.0,Office and Administrative Support,6.0,0.0,25.0,2.0,8.0
85.0,1.0,23.0,1.0,Healthcare Practitioners and Technical,370.0,0.0,2.0,1.0,1.0
22.0,1.0,19.0,5.0,Sales and Related,6.0,7.0,18.0,2.0,9.0
23.0,1.0,16.0,1.0,"Installation, Maintenance, and Repair Workers",6.0,0.0,40.0,1.0,8.0
40.0,2.0,24.0,1.0,"Life, Physical, and Social Science",210.0,1.0,40.0,2.0,6.0
50.0,2.0,21.0,1.0,"Management, Business, Science, and Arts",6.0,0.0,40.0,2.0,1.0
31.0,1.0,16.0,1.0,Office and Administrative Support,303.0,0.0,40.0,2.0,8.0
36.0,1.0,19.0,1.0,Production,6.0,2.0,50.0,1.0,1.0
24.0,1.0,16.0,5.0,Office and Administrative Support,6.0,12.0,40.0,2.0,6.0
30.0,1.0,20.0,1.0,Healthcare Practitioners and Technical,6.0,1.0,30.0,2.0,2.0
42.0,3.0,17.0,2.0,Healthcare Support,6.0,9.0,20.0,2.0,3.0
57.0,4.0,15.0,3.0,Office and Administrative Support,247.0,5.0,40.0,2.0,6.0
35.0,1.0,15.0,5.0,Architecture and Engineering,6.0,0.0,33.0,2.0,1.0
28.0,1.0,20.0,4.0,Sales and Related,303.0,2.0,20.0,1.0,1.0
32.0,3.0,22.0,1.0,"Education, Training, and Library",6.0,1.0,40.0,2.0,1.0
37.0,2.0,21.0,1.0,"Education, Training, and Library",17.0,0.0,43.0,2.0,1.0
56.0,1.0,19.0,1.0,Transportation and Material Moving,22.0,1.0,35.0,1.0,2.0
44.0,1.0,16.0,1.0,Healthcare Support,6.0,1.0,33.0,2.0,1.0
41.0,1.0,21.0,1.0,Healthcare Practitioners and Technical,6.0,0.0,5.0,2.0,1.0
23.0,1.0,19.0,5.0,Office and Administrative Support,6.0,0.0,30.0,2.0,1.0
47.0,1.0,16.0,1.0,Office and Administrative Support,6.0,0.0,40.0,2.0,1.0
39.0,1.0,16.0,1.0,Office and Administrative Support,6.0,1.0,35.0,2.0,8.0
40.0,1.0,16.0,5.0,Building and Grounds Cleaning and Maintenance,6.0,0.0,40.0,1.0,1.0
36.0,1.0,16.0,5.0,Transportation and Material Moving,6.0,0.0,40.0,1.0,1.0
33.0,1.0,18.0,5.0,Sales and Related,6.0,0.0,80.0,1.0,1.0
26.0,1.0,21.0,5.0,Business Operations Specialists,246.0,0.0,3.0,1.0,9.0
40.0,2.0,2.0,1.0,Food Preparation and Serving,6.0,15.0,40.0,2.0,1.0
64.0,1.0,1.0,1.0,Food Preparation and Serving,207.0,0.0,24.0,1.0,6.0
27.0,1.0,18.0,5.0,Food Preparation and Serving,42.0,15.0,40.0,2.0,1.0
34.0,1.0,19.0,4.0,Sales and Related,48.0,0.0,50.0,1.0,6.0
32.0,1.0,16.0,5.0,Building and Grounds Cleaning and Maintenance,6.0,2.0,40.0,1.0,5.0
32.0,2.0,18.0,1.0,Community and Social Services,6.0,0.0,50.0,1.0,1.0
44.0,3.0,21.0,1.0,Protective Service,6.0,0.0,50.0,1.0,1.0
36.0,6.0,20.0,1.0,Business Operations Specialists,6.0,1.0,65.0,1.0,1.0
30.0,1.0,21.0,5.0,Personal Care and Service,6.0,2.0,50.0,1.0,1.0
46.0,1.0,16.0,1.0,Production,39.0,0.0,40.0,1.0,1.0
74.0,3.0,18.0,1.0,"Management, Business, Science, and Arts",6.0,0.0,2.0,1.0,9.0
62.0,1.0,21.0,1.0,"Management, Business, Science, and Arts",39.0,1.0,60.0,1.0,1.0
54.0,2.0,19.0,1.0,"Management, Business, Science, and Arts",6.0,1.0,40.0,2.0,9.0
58.0,3.0,19.0,1.0,Office and Administrative Support,53.0,0.0,40.0,2.0,1.0
18.0,1.0,16.0,5.0,Food Preparation and Serving,26.0,2.0,20.0,2.0,6.0
48.0,1.0,21.0,3.0,Sales and Related,247.0,13.0,32.0,2.0,6.0
24.0,5.0,19.0,5.0,"Installation, Maintenance, and Repair Workers",233.0,2.0,40.0,1.0,6.0
37.0,7.0,22.0,4.0,Healthcare Practitioners and Technical,158.0,0.0,50.0,2.0,1.0
43.0,1.0,1.0,1.0,"Management, Business, Science, and Arts",207.0,15.0,40.0,2.0,6.0
49.0,1.0,16.0,1.0,Transportation and Material Moving,312.0,5.0,40.0,1.0,8.0
60.0,1.0,21.0,1.0,Sales and Related,6.0,6.0,40.0,1.0,1.0
43.0,1.0,18.0,3.0,Personal Care and Service,6.0,0.0,43.0,2.0,1.0
38.0,1.0,21.0,1.0,"Management, Business, Science, and Arts",26.0,1.0,40.0,1.0,1.0
40.0,7.0,18.0,1.0,Healthcare Support,213.0,15.0,40.0,2.0,1.0
32.0,1.0,21.0,5.0,Healthcare Support,240.0,0.0,60.0,2.0,6.0
25.0,1.0,20.0,5.0,Sales and Related,233.0,15.0,40.0,1.0,6.0
40.0,1.0,16.0,5.0,Transportation and Material Moving,6.0,2.0,40.0,1.0,9.0
33.0,1.0,21.0,1.0,"Management, Business, Science, and Arts",6.0,1.0,45.0,1.0,1.0
71.0,1.0,21.0,1.0,Transportation and Material Moving,303.0,1.0,40.0,1.0,8.0
54.0,1.0,18.0,1.0,Sales and Related,6.0,1.0,40.0,2.0,1.0
27.0,1.0,19.0,1.0,Sales and Related,6.0,0.0,45.0,1.0,1.0
68.0,1.0,19.0,1.0,Sales and Related,210.0,0.0,30.0,1.0,9.0
65.0,6.0,19.0,3.0,Building and Grounds Cleaning and Maintenance,6.0,0.0,43.0,2.0,2.0
44.0,3.0,24.0,1.0,Healthcare Practitioners and Technical,21.0,1.0,40.0,2.0,1.0
31.0,1.0,20.0,5.0,"Management, Business, Science, and Arts",217.0,2.0,40.0,1.0,6.0
68.0,7.0,23.0,1.0,Healthcare Practitioners and Technical,31.0,1.0,20.0,1.0,1.0
18.0,6.0,16.0,5.0,Transportation and Material Moving,303.0,7.0,40.0,1.0,1.0
40.0,6.0,19.0,5.0,"Management, Business, Science, and Arts",6.0,0.0,20.0,1.0,1.0
26.0,1.0,16.0,1.0,Food Preparation and Serving,207.0,1.0,35.0,2.0,6.0
22.0,1.0,21.0,5.0,Sales and Related,6.0,2.0,20.0,2.0,6.0
35.0,1.0,16.0,1.0,Healthcare Support,327.0,15.0,40.0,2.0,8.0
38.0,2.0,16.0,1.0,Healthcare Support,6.0,2.0,40.0,2.0,8.0
55.0,1.0,16.0,1.0,"Installation, Maintenance, and Repair Workers",138.0,0.0,45.0,1.0,1.0
55.0,1.0,20.0,3.0,Building and Grounds Cleaning and Maintenance,370.0,0.0,40.0,2.0,1.0
54.0,1.0,16.0,5.0,Construction and Extraction,6.0,0.0,40.0,1.0,2.0
24.0,1.0,19.0,5.0,Sales and Related,6.0,7.0,30.0,1.0,9.0
20.0,4.0,18.0,5.0,Food Preparation and Serving,6.0,17.0,14.0,2.0,9.0
48.0,2.0,22.0,1.0,Business Operations Specialists,12.0,1.0,25.0,2.0,1.0
61.0,3.0,22.0,1.0,"Education, Training, and Library",36.0,0.0,50.0,2.0,1.0
62.0,1.0,22.0,1.0,Computer and Maths,24.0,0.0,50.0,1.0,1.0
32.0,1.0,16.0,1.0,Production,6.0,0.0,90.0,1.0,1.0
29.0,1.0,22.0,5.0,"Arts, Design, Entertainment, Sports, and Media",207.0,12.0,35.0,2.0,6.0
23.0,1.0,16.0,5.0,Business Operations Specialists,6.0,2.0,40.0,2.0,1.0
51.0,4.0,19.0,3.0,Building and Grounds Cleaning and Maintenance,6.0,13.0,40.0,1.0,2.0
62.0,3.0,22.0,1.0,"Education, Training, and Library",6.0,1.0,40.0,2.0,1.0
63.0,1.0,1.0,3.0,Production,206.0,0.0,40.0,2.0,6.0
38.0,1.0,21.0,1.0,Production,209.0,1.0,80.0,2.0,6.0
22.0,1.0,19.0,5.0,Protective Service,6.0,2.0,30.0,2.0,2.0
36.0,1.0,16.0,5.0,Transportation and Material Moving,42.0,2.0,16.0,1.0,1.0
26.0,1.0,16.0,5.0,Sales and Related,303.0,2.0,40.0,1.0,1.0
46.0,6.0,20.0,1.0,"Education, Training, and Library",8.0,1.0,24.0,2.0,1.0
54.0,6.0,21.0,5.0,Healthcare Support,233.0,0.0,20.0,2.0,6.0
45.0,6.0,21.0,1.0,Sales and Related,6.0,1.0,45.0,1.0,1.0
56.0,5.0,22.0,1.0,"Management, Business, Science, and Arts",13.0,1.0,40.0,1.0,1.0
71.0,1.0,18.0,1.0,Sales and Related,31.0,0.0,35.0,1.0,1.0
69.0,1.0,16.0,1.0,Transportation and Material Moving,17.0,0.0,40.0,1.0,1.0
39.0,6.0,23.0,1.0,Community and Social Services,6.0,1.0,50.0,2.0,1.0
21.0,1.0,19.0,5.0,Office and Administrative Support,6.0,17.0,8.0,2.0,1.0
48.0,1.0,16.0,1.0,Office and Administrative Support,40.0,1.0,40.0,2.0,1.0
27.0,1.0,16.0,1.0,Construction and Extraction,6.0,5.0,20.0,1.0,8.0
35.0,3.0,22.0,1.0,"Education, Training, and Library",12.0,1.0,60.0,2.0,1.0
30.0,1.0,19.0,5.0,Protective Service,6.0,10.0,30.0,1.0,8.0
42.0,3.0,16.0,5.0,Office and Administrative Support,6.0,0.0,40.0,1.0,1.0
41.0,1.0,20.0,5.0,Protective Service,6.0,2.0,40.0,2.0,3.0
46.0,3.0,16.0,5.0,Healthcare Practitioners and Technical,247.0,0.0,40.0,1.0,6.0
33.0,1.0,16.0,3.0,Transportation and Material Moving,210.0,2.0,40.0,1.0,6.0
41.0,2.0,21.0,1.0,"Management, Business, Science, and Arts",210.0,1.0,40.0,2.0,6.0
53.0,1.0,18.0,1.0,Production,313.0,6.0,40.0,1.0,1.0
31.0,1.0,24.0,5.0,Office and Administrative Support,53.0,13.0,50.0,1.0,1.0
47.0,2.0,21.0,1.0,"Management, Business, Science, and Arts",214.0,1.0,30.0,2.0,1.0
21.0,1.0,19.0,5.0,Food Preparation and Serving,6.0,2.0,30.0,2.0,2.0
26.0,1.0,19.0,5.0,Transportation and Material Moving,6.0,2.0,8.0,1.0,6.0
34.0,1.0,19.0,5.0,"Installation, Maintenance, and Repair Workers",46.0,0.0,40.0,1.0,1.0
25.0,1.0,21.0,5.0,Computer and Maths,6.0,12.0,40.0,1.0,1.0
32.0,1.0,16.0,5.0,"Education, Training, and Library",6.0,2.0,50.0,2.0,1.0
58.0,1.0,22.0,1.0,Sales and Related,6.0,0.0,47.0,2.0,1.0
68.0,7.0,23.0,1.0,Community and Social Services,6.0,0.0,30.0,1.0,1.0
33.0,6.0,19.0,5.0,"Arts, Design, Entertainment, Sports, and Media",212.0,0.0,50.0,1.0,1.0
19.0,3.0,18.0,5.0,"Management, Business, Science, and Arts",53.0,17.0,6.0,2.0,6.0
52.0,1.0,19.0,1.0,Personal Care and Service,303.0,1.0,40.0,1.0,8.0
34.0,1.0,19.0,4.0,"Education, Training, and Library",6.0,0.0,35.0,2.0,8.0
58.0,1.0,21.0,1.0,Healthcare Practitioners and Technical,53.0,0.0,50.0,2.0,1.0
43.0,1.0,16.0,3.0,Sales and Related,17.0,13.0,25.0,1.0,1.0
47.0,1.0,8.0,1.0,Personal Care and Service,313.0,0.0,40.0,1.0,8.0
67.0,1.0,23.0,1.0,Healthcare Practitioners and Technical,36.0,1.0,40.0,2.0,1.0
