,AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P
37380,66.0,1.0,11.0,4.0,4251.0,latin_america,0.0,3.0,1.0,1.0
37381,41.0,1.0,18.0,1.0,5900.0,south_eastern_asia,1.0,40.0,1.0,6.0
37382,27.0,1.0,20.0,5.0,3930.0,south_central_asia,2.0,32.0,2.0,6.0
37383,63.0,1.0,21.0,1.0,4760.0,northern_america,1.0,25.0,2.0,1.0
37384,28.0,1.0,19.0,1.0,140.0,northern_america,1.0,40.0,1.0,1.0
37385,53.0,3.0,21.0,3.0,3230.0,northern_america,0.0,40.0,2.0,9.0
37386,66.0,1.0,14.0,1.0,3930.0,latin_america,1.0,40.0,1.0,1.0
37387,27.0,1.0,23.0,5.0,2100.0,northern_america,0.0,50.0,2.0,1.0
37388,27.0,1.0,16.0,5.0,5000.0,northern_america,12.0,40.0,2.0,1.0
37389,39.0,1.0,12.0,1.0,6260.0,latin_america,0.0,48.0,1.0,1.0
37390,43.0,1.0,23.0,1.0,2100.0,northern_america,0.0,40.0,1.0,1.0
37391,63.0,1.0,16.0,1.0,9645.0,south_central_asia,1.0,20.0,2.0,6.0
37392,71.0,6.0,18.0,1.0,8500.0,northern_america,0.0,40.0,1.0,1.0
37393,55.0,1.0,16.0,1.0,4700.0,northern_america,1.0,32.0,2.0,1.0
37394,55.0,7.0,16.0,1.0,10.0,northern_america,0.0,45.0,1.0,1.0
37395,25.0,5.0,19.0,5.0,5560.0,northern_america,15.0,40.0,1.0,2.0
37396,20.0,1.0,19.0,5.0,51.0,northern_america,2.0,24.0,2.0,8.0
37397,57.0,1.0,19.0,3.0,9645.0,northern_america,0.0,30.0,2.0,1.0
37398,20.0,1.0,19.0,5.0,4720.0,northern_america,2.0,20.0,1.0,1.0
37399,59.0,2.0,16.0,2.0,4622.0,northern_america,0.0,40.0,2.0,1.0
37400,52.0,7.0,19.0,5.0,2006.0,northern_america,0.0,40.0,1.0,1.0
37401,22.0,1.0,21.0,5.0,4700.0,northern_america,2.0,40.0,1.0,1.0
37402,47.0,4.0,20.0,5.0,5240.0,eastern_asia,12.0,40.0,2.0,9.0
37403,58.0,1.0,12.0,1.0,9645.0,latin_america,1.0,40.0,1.0,1.0
37404,58.0,7.0,21.0,3.0,735.0,eastern_asia,0.0,60.0,1.0,6.0
37405,24.0,1.0,20.0,5.0,9645.0,northern_america,0.0,40.0,1.0,9.0
37406,25.0,1.0,19.0,5.0,4010.0,northern_america,0.0,40.0,2.0,8.0
37407,23.0,2.0,18.0,5.0,4640.0,northern_america,2.0,15.0,2.0,1.0
37408,57.0,1.0,19.0,5.0,5810.0,latin_america,0.0,32.0,2.0,1.0
37409,49.0,2.0,21.0,1.0,60.0,northern_america,1.0,40.0,1.0,1.0
37410,51.0,6.0,17.0,1.0,4251.0,latin_america,1.0,40.0,2.0,1.0
37411,46.0,3.0,20.0,1.0,3740.0,northern_america,0.0,40.0,1.0,1.0
37412,60.0,1.0,24.0,1.0,360.0,northern_america,0.0,45.0,1.0,1.0
37413,25.0,1.0,17.0,5.0,4700.0,northern_america,2.0,40.0,1.0,5.0
37414,30.0,1.0,22.0,1.0,1021.0,south_central_asia,0.0,40.0,1.0,6.0
37415,42.0,7.0,23.0,1.0,3090.0,south_central_asia,1.0,50.0,2.0,6.0
37416,51.0,2.0,18.0,3.0,3500.0,northern_america,2.0,50.0,2.0,1.0
37417,28.0,1.0,13.0,1.0,3640.0,latin_america,1.0,40.0,2.0,1.0
37418,69.0,7.0,16.0,1.0,6260.0,latin_america,0.0,40.0,1.0,8.0
37419,58.0,1.0,20.0,3.0,4760.0,northern_america,5.0,22.0,1.0,1.0
37420,37.0,1.0,21.0,1.0,1530.0,south_central_asia,1.0,40.0,1.0,6.0
37421,41.0,7.0,21.0,1.0,2710.0,northern_america,1.0,5.0,2.0,1.0
37422,28.0,1.0,21.0,5.0,4622.0,northern_america,15.0,35.0,1.0,6.0
37423,24.0,4.0,21.0,5.0,2205.0,northern_america,0.0,55.0,1.0,1.0
37424,67.0,3.0,16.0,1.0,4020.0,northern_america,1.0,20.0,2.0,1.0
37425,56.0,3.0,22.0,3.0,2014.0,northern_america,0.0,40.0,2.0,8.0
37426,20.0,1.0,18.0,5.0,4720.0,northern_america,2.0,30.0,1.0,6.0
37427,67.0,1.0,1.0,2.0,2752.0,latin_america,15.0,35.0,1.0,2.0
37428,37.0,3.0,19.0,1.0,3720.0,northern_america,0.0,84.0,1.0,1.0
37429,61.0,2.0,16.0,3.0,2861.0,northern_europe,17.0,60.0,2.0,1.0
37430,59.0,6.0,16.0,3.0,4251.0,northern_america,12.0,30.0,1.0,1.0
37431,64.0,2.0,21.0,1.0,350.0,northern_america,1.0,50.0,2.0,1.0
37432,47.0,1.0,1.0,1.0,7720.0,south_eastern_asia,0.0,60.0,1.0,6.0
37433,45.0,1.0,19.0,1.0,800.0,northern_america,0.0,40.0,1.0,1.0
37434,24.0,1.0,19.0,5.0,4850.0,northern_america,0.0,40.0,1.0,1.0
37435,38.0,5.0,21.0,1.0,5240.0,south_eastern_asia,0.0,40.0,1.0,6.0
37436,34.0,4.0,23.0,1.0,3090.0,northern_america,0.0,50.0,2.0,6.0
37437,53.0,3.0,21.0,1.0,3802.0,northern_america,0.0,40.0,1.0,1.0
37438,33.0,7.0,19.0,1.0,4510.0,northern_america,0.0,24.0,2.0,1.0
37439,56.0,1.0,1.0,1.0,6330.0,latin_america,15.0,45.0,1.0,8.0
37440,46.0,1.0,16.0,3.0,9610.0,latin_america,0.0,35.0,1.0,1.0
37441,30.0,1.0,21.0,1.0,52.0,northern_america,0.0,50.0,1.0,1.0
37442,52.0,1.0,16.0,5.0,110.0,northern_america,0.0,50.0,1.0,1.0
37443,75.0,1.0,22.0,1.0,52.0,northern_america,0.0,40.0,1.0,1.0
37444,47.0,6.0,22.0,1.0,2006.0,northern_america,1.0,15.0,1.0,1.0
37445,35.0,1.0,21.0,1.0,120.0,western_asia,1.0,35.0,1.0,1.0
37446,21.0,1.0,19.0,5.0,4700.0,northern_america,2.0,20.0,2.0,1.0
37447,50.0,1.0,1.0,1.0,8810.0,latin_america,0.0,50.0,1.0,8.0
37448,44.0,1.0,16.0,5.0,6260.0,northern_america,17.0,40.0,1.0,9.0
37449,42.0,7.0,23.0,1.0,2100.0,northern_america,0.0,50.0,1.0,8.0
37450,25.0,6.0,21.0,5.0,2752.0,northern_america,0.0,10.0,2.0,1.0
37451,32.0,1.0,21.0,1.0,4510.0,south_central_asia,0.0,30.0,2.0,6.0
37452,29.0,1.0,20.0,5.0,5860.0,northern_america,15.0,20.0,2.0,1.0
37453,38.0,6.0,22.0,1.0,800.0,south_eastern_asia,0.0,10.0,2.0,6.0
37454,52.0,1.0,21.0,1.0,52.0,northern_america,1.0,75.0,1.0,1.0
37455,46.0,7.0,18.0,5.0,4840.0,northern_america,0.0,50.0,2.0,1.0
37456,61.0,3.0,18.0,1.0,1555.0,eastern_asia,1.0,40.0,1.0,9.0
37457,60.0,1.0,21.0,1.0,3300.0,eastern_asia,1.0,16.0,2.0,6.0
37458,61.0,1.0,19.0,1.0,2145.0,northern_america,1.0,40.0,1.0,1.0
37459,70.0,1.0,16.0,2.0,5810.0,northern_america,6.0,40.0,2.0,1.0
37460,59.0,6.0,21.0,3.0,4600.0,northern_america,0.0,50.0,2.0,9.0
37461,30.0,3.0,21.0,1.0,1360.0,northern_america,0.0,40.0,1.0,8.0
37462,60.0,2.0,22.0,3.0,2310.0,northern_america,0.0,40.0,2.0,1.0
37463,32.0,2.0,19.0,1.0,2350.0,northern_america,2.0,12.0,2.0,1.0
37464,52.0,7.0,19.0,1.0,4710.0,latin_america,0.0,40.0,1.0,8.0
37465,19.0,1.0,19.0,5.0,4110.0,northern_america,10.0,25.0,2.0,1.0
37466,26.0,1.0,16.0,5.0,4220.0,northern_america,2.0,25.0,1.0,1.0
37467,25.0,1.0,22.0,5.0,1021.0,eastern_asia,12.0,40.0,1.0,6.0
37468,46.0,2.0,20.0,3.0,5740.0,latin_america,0.0,40.0,2.0,8.0
37469,56.0,1.0,16.0,1.0,310.0,northern_america,1.0,40.0,1.0,8.0
37470,32.0,1.0,21.0,1.0,9130.0,northern_america,1.0,50.0,1.0,1.0
37471,38.0,1.0,19.0,5.0,101.0,northern_america,0.0,50.0,2.0,1.0
37472,32.0,6.0,19.0,5.0,5400.0,eastern_asia,0.0,15.0,2.0,6.0
37473,53.0,1.0,22.0,1.0,4700.0,northern_america,1.0,50.0,1.0,6.0
37474,27.0,1.0,21.0,5.0,520.0,northern_america,0.0,40.0,1.0,1.0
37475,54.0,3.0,20.0,4.0,230.0,northern_america,0.0,40.0,2.0,1.0
37476,23.0,3.0,21.0,5.0,5110.0,northern_america,12.0,15.0,1.0,1.0
37477,27.0,1.0,16.0,1.0,4230.0,northern_america,2.0,40.0,2.0,1.0
37478,39.0,3.0,22.0,1.0,2310.0,northern_america,0.0,40.0,1.0,1.0
37479,48.0,1.0,1.0,1.0,4220.0,latin_america,0.0,40.0,1.0,8.0
37480,32.0,1.0,21.0,5.0,2350.0,northern_america,2.0,20.0,1.0,8.0
37481,39.0,7.0,19.0,1.0,5120.0,latin_america,0.0,1.0,2.0,1.0
37482,38.0,4.0,23.0,1.0,2310.0,latin_america,1.0,35.0,2.0,1.0
37483,43.0,1.0,19.0,3.0,9645.0,northern_america,15.0,39.0,2.0,1.0
37484,30.0,2.0,22.0,1.0,350.0,northern_america,1.0,60.0,2.0,1.0
37485,30.0,1.0,19.0,5.0,8320.0,earthern_europe,0.0,49.0,2.0,1.0
37486,36.0,3.0,23.0,1.0,4010.0,latin_america,1.0,15.0,2.0,1.0
37487,62.0,1.0,19.0,1.0,1320.0,northern_america,1.0,42.0,1.0,1.0
37488,28.0,1.0,23.0,1.0,3255.0,northern_america,1.0,40.0,2.0,1.0
37489,63.0,1.0,21.0,1.0,4810.0,northern_america,1.0,25.0,1.0,1.0
37490,48.0,1.0,13.0,1.0,6260.0,latin_america,0.0,40.0,1.0,8.0
37491,29.0,1.0,19.0,5.0,4700.0,northern_america,0.0,40.0,1.0,1.0
37492,26.0,1.0,16.0,5.0,4600.0,northern_america,0.0,30.0,2.0,1.0
37493,19.0,1.0,19.0,5.0,9130.0,northern_america,17.0,25.0,1.0,1.0
37494,26.0,1.0,16.0,1.0,4252.0,northern_america,0.0,40.0,1.0,1.0
37495,61.0,1.0,16.0,3.0,5240.0,northern_america,0.0,40.0,2.0,1.0
37496,35.0,1.0,14.0,5.0,9620.0,northern_america,2.0,40.0,2.0,2.0
37497,29.0,1.0,16.0,5.0,4020.0,northern_america,2.0,40.0,1.0,8.0
37498,35.0,1.0,22.0,1.0,1320.0,northern_america,0.0,45.0,1.0,1.0
37499,66.0,1.0,19.0,3.0,5740.0,northern_america,0.0,40.0,2.0,1.0
37500,42.0,1.0,16.0,1.0,5400.0,northern_america,1.0,40.0,2.0,1.0
37501,31.0,7.0,21.0,1.0,4720.0,northern_africa,0.0,40.0,1.0,1.0
37502,23.0,1.0,19.0,5.0,9130.0,northern_america,2.0,25.0,1.0,2.0
37503,68.0,1.0,21.0,1.0,800.0,eastern_asia,0.0,16.0,1.0,6.0
37504,33.0,1.0,16.0,5.0,4760.0,south_eastern_asia,2.0,40.0,1.0,6.0
37505,20.0,1.0,16.0,5.0,5740.0,northern_america,2.0,57.0,2.0,1.0
37506,49.0,7.0,16.0,1.0,4600.0,latin_america,1.0,16.0,2.0,8.0
37507,60.0,7.0,21.0,1.0,2850.0,northern_america,0.0,50.0,2.0,1.0
37508,42.0,3.0,21.0,3.0,2310.0,northern_america,0.0,40.0,2.0,1.0
37509,68.0,1.0,19.0,1.0,5740.0,northern_america,1.0,39.0,2.0,1.0
37510,57.0,4.0,24.0,1.0,230.0,northern_america,1.0,50.0,2.0,1.0
37511,18.0,1.0,18.0,5.0,4720.0,latin_america,2.0,25.0,1.0,8.0
37512,68.0,2.0,16.0,1.0,630.0,northern_europe,17.0,60.0,2.0,1.0
37513,68.0,1.0,21.0,5.0,2723.0,northern_america,0.0,20.0,1.0,1.0
37514,42.0,1.0,15.0,1.0,9130.0,northern_america,1.0,40.0,1.0,1.0
37515,48.0,4.0,21.0,1.0,3255.0,south_central_asia,1.0,35.0,2.0,1.0
37516,40.0,3.0,22.0,1.0,1420.0,northern_america,1.0,20.0,2.0,6.0
37517,42.0,1.0,19.0,3.0,3640.0,latin_america,0.0,40.0,2.0,1.0
37518,60.0,3.0,9.0,1.0,230.0,latin_america,0.0,40.0,1.0,1.0
37519,47.0,3.0,19.0,1.0,5521.0,northern_america,0.0,56.0,2.0,1.0
37520,45.0,1.0,22.0,5.0,2330.0,northern_america,0.0,35.0,2.0,2.0
37521,40.0,4.0,16.0,5.0,3602.0,northern_america,0.0,40.0,2.0,2.0
37522,40.0,1.0,19.0,1.0,4720.0,northern_america,1.0,30.0,1.0,9.0
37523,43.0,1.0,21.0,1.0,160.0,latin_america,1.0,40.0,1.0,2.0
37524,37.0,1.0,16.0,5.0,440.0,northern_america,17.0,40.0,2.0,1.0
37525,52.0,1.0,19.0,1.0,6260.0,south_eastern_asia,0.0,32.0,1.0,6.0
37526,31.0,3.0,21.0,5.0,8740.0,northern_america,11.0,60.0,1.0,1.0
37527,25.0,1.0,21.0,5.0,4110.0,northern_america,2.0,20.0,1.0,1.0
37528,41.0,4.0,19.0,1.0,3870.0,northern_america,1.0,40.0,2.0,8.0
37529,49.0,1.0,16.0,1.0,3930.0,northern_america,0.0,40.0,1.0,1.0
37530,60.0,6.0,21.0,2.0,2360.0,northern_america,0.0,12.0,2.0,1.0
37531,37.0,1.0,22.0,5.0,440.0,western_europe,0.0,60.0,1.0,1.0
37532,38.0,1.0,16.0,1.0,5522.0,northern_america,1.0,40.0,1.0,1.0
37533,41.0,6.0,20.0,1.0,7200.0,oceania,1.0,40.0,1.0,9.0
37534,51.0,1.0,19.0,1.0,7210.0,northern_america,0.0,40.0,1.0,1.0
37535,40.0,1.0,21.0,1.0,1530.0,northern_america,0.0,40.0,2.0,1.0
37536,35.0,1.0,19.0,1.0,4760.0,northern_america,1.0,40.0,1.0,1.0
37537,58.0,1.0,18.0,1.0,8630.0,northern_america,1.0,44.0,1.0,1.0
37538,50.0,2.0,19.0,1.0,3324.0,northern_america,1.0,40.0,2.0,1.0
37539,18.0,1.0,18.0,5.0,310.0,northern_america,2.0,30.0,2.0,8.0
37540,51.0,6.0,21.0,1.0,120.0,south_eastern_asia,1.0,40.0,2.0,6.0
37541,55.0,1.0,19.0,2.0,4655.0,south_eastern_asia,15.0,20.0,2.0,6.0
37542,50.0,3.0,19.0,3.0,5740.0,south_eastern_asia,0.0,40.0,2.0,9.0
37543,30.0,1.0,18.0,5.0,9640.0,northern_america,7.0,20.0,1.0,1.0
37544,22.0,1.0,19.0,5.0,4030.0,northern_america,2.0,25.0,1.0,1.0
37545,28.0,1.0,21.0,5.0,2002.0,northern_america,2.0,40.0,1.0,7.0
37546,23.0,1.0,21.0,5.0,7430.0,northern_america,7.0,41.0,1.0,1.0
37547,27.0,1.0,19.0,5.0,52.0,northern_america,0.0,45.0,1.0,9.0
37548,34.0,1.0,21.0,5.0,5120.0,northern_america,2.0,40.0,2.0,6.0
37549,28.0,1.0,20.0,5.0,110.0,northern_america,0.0,45.0,1.0,6.0
37550,39.0,6.0,16.0,1.0,4230.0,latin_america,1.0,20.0,2.0,1.0
37551,67.0,1.0,24.0,1.0,2205.0,northern_america,1.0,50.0,2.0,1.0
37552,34.0,1.0,14.0,5.0,5610.0,northern_america,2.0,44.0,1.0,8.0
37553,65.0,6.0,16.0,1.0,4055.0,northern_america,0.0,40.0,1.0,8.0
37554,30.0,1.0,21.0,3.0,6260.0,northern_america,13.0,60.0,1.0,6.0
37555,41.0,1.0,16.0,5.0,5740.0,northern_america,0.0,40.0,2.0,1.0
37556,21.0,1.0,16.0,5.0,4640.0,northern_america,17.0,20.0,2.0,2.0
37557,61.0,1.0,20.0,1.0,5740.0,northern_america,1.0,30.0,2.0,1.0
37558,25.0,1.0,16.0,5.0,6400.0,northern_america,10.0,40.0,1.0,9.0
37559,32.0,6.0,16.0,5.0,4510.0,latin_america,0.0,40.0,2.0,8.0
37560,42.0,1.0,15.0,5.0,8140.0,south_eastern_asia,15.0,48.0,1.0,6.0
37561,35.0,7.0,20.0,5.0,520.0,oceania,5.0,40.0,1.0,1.0
37562,32.0,1.0,16.0,1.0,20.0,latin_america,0.0,45.0,1.0,1.0
37563,51.0,1.0,19.0,1.0,5240.0,northern_europe,1.0,20.0,2.0,1.0
37564,37.0,2.0,21.0,3.0,4760.0,northern_america,0.0,30.0,2.0,1.0
37565,28.0,1.0,23.0,5.0,2100.0,northern_america,0.0,50.0,1.0,1.0
37566,55.0,3.0,19.0,5.0,6355.0,northern_america,0.0,40.0,1.0,1.0
37567,26.0,1.0,16.0,5.0,7210.0,northern_america,3.0,50.0,1.0,9.0
37568,35.0,1.0,21.0,1.0,3255.0,south_eastern_asia,0.0,36.0,1.0,6.0
37569,48.0,1.0,20.0,2.0,5120.0,earthern_europe,0.0,40.0,2.0,1.0
37570,33.0,6.0,16.0,1.0,600.0,latin_america,1.0,50.0,2.0,5.0
37571,29.0,1.0,21.0,5.0,4110.0,northern_america,12.0,36.0,1.0,1.0
37572,32.0,1.0,15.0,5.0,6710.0,latin_america,15.0,40.0,1.0,8.0
37573,46.0,3.0,20.0,5.0,2545.0,northern_america,2.0,30.0,2.0,1.0
37574,68.0,6.0,24.0,3.0,2861.0,western_europe,0.0,30.0,1.0,1.0
37575,41.0,1.0,21.0,1.0,1108.0,southern_africa,1.0,45.0,1.0,6.0
37576,44.0,1.0,18.0,3.0,140.0,northern_america,13.0,60.0,2.0,1.0
37577,47.0,6.0,11.0,1.0,6410.0,northern_america,1.0,40.0,1.0,1.0
37578,37.0,6.0,19.0,5.0,440.0,latin_america,2.0,40.0,1.0,1.0
37579,36.0,3.0,19.0,1.0,440.0,northern_america,0.0,40.0,1.0,1.0
37580,37.0,2.0,1.0,5.0,9640.0,latin_america,0.0,40.0,1.0,8.0
37581,43.0,1.0,21.0,1.0,1021.0,northern_america,0.0,40.0,1.0,1.0
37582,41.0,1.0,20.0,1.0,3255.0,northern_america,0.0,40.0,2.0,1.0
37583,34.0,6.0,22.0,1.0,2920.0,northern_america,2.0,25.0,1.0,1.0
37584,52.0,6.0,18.0,1.0,2752.0,northern_america,0.0,15.0,2.0,2.0
37585,28.0,3.0,22.0,1.0,2310.0,northern_america,1.0,40.0,2.0,1.0
37586,23.0,3.0,19.0,5.0,3603.0,northern_america,17.0,40.0,2.0,1.0
37587,50.0,2.0,21.0,5.0,3300.0,northern_america,0.0,56.0,1.0,1.0
37588,28.0,1.0,22.0,5.0,410.0,eastern_asia,0.0,40.0,1.0,6.0
37589,46.0,1.0,23.0,1.0,2100.0,northern_america,0.0,55.0,1.0,9.0
37590,46.0,1.0,16.0,1.0,9142.0,eastern_asia,0.0,20.0,2.0,6.0
37591,19.0,1.0,19.0,5.0,4010.0,latin_america,2.0,30.0,1.0,8.0
37592,27.0,1.0,19.0,5.0,2016.0,northern_america,2.0,35.0,2.0,8.0
37593,64.0,1.0,19.0,5.0,4850.0,northern_america,0.0,40.0,1.0,1.0
37594,37.0,7.0,21.0,1.0,800.0,northern_america,0.0,30.0,2.0,9.0
37595,20.0,1.0,19.0,5.0,5240.0,northern_america,12.0,35.0,1.0,1.0
37596,39.0,1.0,19.0,5.0,7200.0,northern_america,2.0,25.0,1.0,1.0
37597,48.0,1.0,21.0,3.0,4040.0,northern_america,15.0,30.0,1.0,1.0
37598,32.0,3.0,21.0,1.0,3960.0,northern_america,1.0,40.0,1.0,8.0
37599,25.0,2.0,21.0,5.0,350.0,latin_america,2.0,40.0,2.0,2.0
37600,52.0,1.0,21.0,1.0,1530.0,northern_europe,0.0,40.0,1.0,1.0
37601,36.0,5.0,21.0,1.0,1530.0,northern_america,1.0,40.0,1.0,1.0
37602,21.0,1.0,16.0,5.0,4720.0,northern_america,2.0,15.0,2.0,3.0
37603,53.0,1.0,21.0,3.0,120.0,eastern_asia,0.0,40.0,2.0,6.0
37604,58.0,3.0,22.0,1.0,2002.0,northern_america,1.0,27.0,2.0,1.0
37605,37.0,1.0,16.0,5.0,9130.0,northern_america,2.0,40.0,1.0,1.0
37606,25.0,1.0,19.0,5.0,4720.0,northern_america,2.0,36.0,2.0,2.0
37607,30.0,1.0,11.0,5.0,4720.0,latin_america,13.0,25.0,2.0,8.0
37608,31.0,1.0,20.0,1.0,4720.0,northern_america,1.0,20.0,2.0,1.0
37609,23.0,4.0,21.0,5.0,4220.0,latin_america,2.0,40.0,1.0,8.0
37610,20.0,1.0,19.0,5.0,4030.0,latin_america,2.0,20.0,2.0,8.0
37611,46.0,7.0,23.0,3.0,3090.0,northern_europe,0.0,60.0,2.0,6.0
37612,63.0,1.0,20.0,1.0,1021.0,northern_america,0.0,40.0,2.0,1.0
37613,61.0,1.0,19.0,5.0,4810.0,northern_america,0.0,40.0,2.0,2.0
37614,44.0,3.0,18.0,1.0,3870.0,latin_america,1.0,40.0,2.0,8.0
37615,37.0,1.0,1.0,1.0,4760.0,latin_america,1.0,4.0,2.0,1.0
37616,48.0,6.0,19.0,1.0,4510.0,northern_america,1.0,40.0,2.0,1.0
37617,22.0,1.0,16.0,5.0,9645.0,northern_america,0.0,50.0,2.0,8.0
37618,23.0,2.0,20.0,5.0,4010.0,northern_america,2.0,30.0,2.0,1.0
37619,41.0,3.0,21.0,1.0,725.0,northern_america,0.0,40.0,2.0,5.0
37620,44.0,1.0,13.0,5.0,1106.0,northern_america,12.0,60.0,1.0,1.0
37621,29.0,1.0,21.0,5.0,5740.0,northern_america,11.0,40.0,2.0,1.0
37622,37.0,2.0,21.0,5.0,7750.0,northern_america,2.0,40.0,1.0,6.0
37623,35.0,1.0,22.0,1.0,230.0,northern_america,1.0,40.0,2.0,1.0
37624,61.0,6.0,18.0,1.0,4510.0,northern_america,1.0,25.0,2.0,1.0
37625,32.0,2.0,22.0,1.0,2310.0,western_europe,1.0,40.0,2.0,1.0
37626,30.0,5.0,23.0,1.0,2100.0,northern_america,0.0,55.0,2.0,1.0
37627,25.0,2.0,21.0,5.0,1900.0,south_eastern_asia,2.0,40.0,2.0,6.0
37628,57.0,1.0,24.0,1.0,110.0,eastern_asia,0.0,40.0,1.0,6.0
37629,34.0,1.0,22.0,1.0,440.0,northern_america,1.0,60.0,2.0,1.0
37630,40.0,3.0,22.0,1.0,2310.0,northern_america,0.0,40.0,2.0,1.0
37631,76.0,1.0,21.0,2.0,4920.0,northern_america,0.0,20.0,2.0,1.0
37632,48.0,1.0,22.0,1.0,110.0,south_central_asia,0.0,40.0,1.0,6.0
37633,30.0,1.0,21.0,5.0,2905.0,northern_america,12.0,40.0,1.0,1.0
37634,46.0,1.0,1.0,3.0,4230.0,south_central_asia,10.0,30.0,2.0,6.0
37635,23.0,1.0,19.0,1.0,4110.0,northern_america,2.0,32.0,2.0,1.0
37636,20.0,1.0,16.0,5.0,4030.0,northern_america,0.0,45.0,2.0,1.0
37637,37.0,1.0,23.0,1.0,3090.0,northern_america,0.0,55.0,2.0,1.0
37638,17.0,1.0,14.0,5.0,2360.0,northern_america,2.0,10.0,1.0,6.0
37639,30.0,1.0,22.0,5.0,52.0,northern_america,0.0,40.0,1.0,1.0
37640,48.0,1.0,19.0,4.0,310.0,northern_america,13.0,65.0,1.0,1.0
37641,56.0,1.0,18.0,1.0,4020.0,latin_america,0.0,40.0,1.0,1.0
37642,30.0,1.0,16.0,5.0,5610.0,latin_america,12.0,40.0,1.0,1.0
37643,24.0,1.0,18.0,5.0,5400.0,northern_america,10.0,35.0,2.0,1.0
37644,52.0,1.0,16.0,1.0,5740.0,northern_america,1.0,40.0,2.0,1.0
37645,56.0,1.0,16.0,1.0,4720.0,northern_america,0.0,28.0,2.0,1.0
37646,59.0,1.0,1.0,1.0,9610.0,latin_america,0.0,40.0,1.0,8.0
37647,25.0,1.0,22.0,5.0,1760.0,western_europe,13.0,50.0,2.0,1.0
37648,52.0,4.0,22.0,1.0,1240.0,eastern_asia,1.0,40.0,2.0,6.0
37649,36.0,1.0,16.0,1.0,5120.0,latin_america,1.0,4.0,2.0,1.0
37650,57.0,1.0,16.0,3.0,4220.0,latin_america,0.0,48.0,2.0,9.0
37651,28.0,1.0,16.0,1.0,6355.0,northern_america,2.0,40.0,1.0,1.0
37652,54.0,1.0,15.0,1.0,7340.0,northern_america,0.0,40.0,1.0,1.0
37653,26.0,1.0,19.0,5.0,5840.0,northern_america,2.0,40.0,2.0,8.0
37654,42.0,3.0,19.0,3.0,2012.0,northern_america,0.0,40.0,2.0,9.0
37655,39.0,1.0,10.0,1.0,9645.0,latin_america,2.0,30.0,1.0,8.0
37656,22.0,1.0,16.0,5.0,6260.0,latin_america,2.0,20.0,1.0,1.0
37657,23.0,7.0,21.0,5.0,2920.0,western_asia,0.0,60.0,1.0,1.0
37658,63.0,1.0,11.0,5.0,8140.0,latin_america,0.0,40.0,1.0,8.0
37659,34.0,1.0,22.0,1.0,710.0,south_central_asia,1.0,40.0,2.0,6.0
37660,52.0,1.0,15.0,1.0,9350.0,south_central_asia,1.0,40.0,1.0,9.0
37661,63.0,1.0,19.0,2.0,4700.0,northern_america,0.0,30.0,2.0,1.0
37662,40.0,7.0,22.0,1.0,1108.0,south_central_asia,0.0,4.0,2.0,6.0
37663,44.0,1.0,19.0,5.0,7700.0,south_eastern_asia,0.0,50.0,1.0,6.0
37664,26.0,1.0,16.0,1.0,4220.0,northern_america,16.0,14.0,1.0,8.0
37665,34.0,4.0,16.0,4.0,2016.0,northern_america,16.0,28.0,2.0,3.0
37666,42.0,1.0,16.0,4.0,5310.0,latin_america,11.0,36.0,2.0,2.0
37667,50.0,1.0,19.0,1.0,9130.0,south_eastern_asia,0.0,40.0,1.0,6.0
37668,46.0,3.0,23.0,1.0,2320.0,northern_america,1.0,40.0,1.0,1.0
37669,56.0,7.0,21.0,1.0,4700.0,earthern_europe,1.0,40.0,1.0,1.0
37670,44.0,1.0,22.0,1.0,2640.0,south_central_asia,1.0,50.0,2.0,6.0
37671,28.0,3.0,22.0,5.0,1021.0,eastern_asia,11.0,40.0,1.0,6.0
37672,49.0,1.0,18.0,1.0,136.0,latin_america,0.0,55.0,1.0,1.0
37673,33.0,1.0,17.0,3.0,5000.0,south_eastern_asia,2.0,40.0,1.0,6.0
37674,40.0,6.0,16.0,4.0,4020.0,northern_america,0.0,30.0,2.0,1.0
37675,29.0,1.0,24.0,5.0,3050.0,northern_america,0.0,40.0,1.0,6.0
37676,60.0,4.0,16.0,1.0,5400.0,eastern_asia,1.0,30.0,2.0,6.0
37677,41.0,1.0,16.0,1.0,9620.0,northern_america,1.0,40.0,1.0,1.0
37678,44.0,1.0,15.0,1.0,6050.0,latin_america,1.0,58.0,2.0,8.0
37679,55.0,1.0,20.0,1.0,3310.0,northern_america,1.0,30.0,2.0,1.0
37680,42.0,1.0,12.0,4.0,6050.0,latin_america,0.0,40.0,2.0,8.0
37681,25.0,1.0,21.0,5.0,735.0,northern_america,2.0,40.0,1.0,8.0
37682,67.0,1.0,21.0,1.0,7340.0,northern_america,0.0,40.0,1.0,1.0
37683,44.0,2.0,18.0,1.0,5120.0,northern_america,0.0,40.0,2.0,1.0
37684,23.0,2.0,21.0,5.0,2016.0,northern_america,0.0,45.0,2.0,1.0
37685,67.0,1.0,21.0,1.0,136.0,northern_america,0.0,60.0,1.0,1.0
37686,36.0,4.0,19.0,1.0,5310.0,northern_america,0.0,20.0,2.0,1.0
37687,22.0,1.0,16.0,5.0,6442.0,northern_america,2.0,40.0,1.0,1.0
